Stanje na računu,Trajanje računa,Istorija kredita,Svrha uzimanja,Iznos kredita,Račun za štednju,Zaposlenost,Kamata – u procentima od tekućih prihoda,Pol i bračni staus,Žirant Ko-aplikant,Prebivalište (u godinama),Imovina,Godine starosti,Plaćanje u ratama,Stan/Kuća,Postojeći kredit u ovoj banci,Vrsta posla,Izdržavani: broj lica koji zavise od prihoda aplikanta,Telefon,Radnik stranac,Odobren kredit
<0 DM,24,drugi krediti plaćani na vreme,nameštaj,4169,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,10,drugi krediti plaćani na vreme,nameštaj,1521,<100 DM,1<= < 4 godina,4,"muško, razveden",nema,2,automobil ili drugo,31,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,24,kritičan račun,obrazovanje,5743,<100 DM,<=1 godina,2,"žensko, udata/razvedena",nema,4,nema,24,nema,živi besplatno,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,21,drugi krediti plaćani na vreme,nameštaj,3599,<100 DM,4<= <7 godina,1,"žensko, udata/razvedena",nema,4,automobil ili drugo,26,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,muzička tehnika/televizija,3213,500 <= < 1000 DM,<=1 godina,1,"muško, oženjen/udovac",nema,3,poseduje nekretninu,25,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,biznis,4439,<100 DM,>=7 godina,1,"muško, neoženjen",ko-aplikant,1,poseduje nekretninu,33,banka,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
>= 200 DM ,10,drugi krediti plaćani na vreme,automobil (nov),3949,<100 DM,<=1 godina,1,"muško, neoženjen",žirant,1,ulaganje u nekretnine/životno osiguranje,37,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
nema računa u ovoj banci,15,kritičan račun,muzička tehnika/televizija,1459,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,43,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,13,kritičan račun,muzička tehnika/televizija,882,<100 DM,<=1 godina,4,"muško, neoženjen",žirant,4,poseduje nekretninu,23,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,3758,500 <= < 1000 DM,nezaposlen,1,"žensko, udata/razvedena",nema,4,nema,23,nema,stanarina,1,nezposlen/nema zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,6,kašnjenje sa uplatama,biznis,1743,100 <= <500 DM,1<= < 4 godina,1,"muško, neoženjen",nema,2,poseduje nekretninu,34,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,9,kritičan račun,obrazovanje,1136,>= 1000 DM,>=7 godina,4,"muško, neoženjen",nema,3,nema,32,nema,živi besplatno,2,zaposlen i ima zvanično obrazovanje,2,nema,da,Ne
nema računa u ovoj banci,9,drugi krediti plaćani na vreme,bela tehnika,1236,<100 DM,<=1 godina,1,"žensko, udata/razvedena",nema,4,poseduje nekretninu,23,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,9,drugi krediti plaćani na vreme,nameštaj,959,<100 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,2,automobil ili drugo,29,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,ne,Ne
nema računa u ovoj banci,18,kritičan račun,automobil (polovan),3229,nema račun za štednju,nezaposlen,2,"muško, neoženjen",nema,4,nema,38,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,12,nema uzetih kredita,muzička tehnika/televizija,6199,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,28,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,10,drugi krediti plaćani na vreme,obrazovanje,727,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,4,nema,46,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,automobil (nov),1246,<100 DM,<=1 godina,4,"muško, neoženjen",nema,2,poseduje nekretninu,23,radnja,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
nema računa u ovoj banci,12,kritičan račun,muzička tehnika/televizija,2331,nema račun za štednju,>=7 godina,1,"muško, neoženjen",ko-aplikant,4,poseduje nekretninu,49,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,36,kašnjenje sa uplatama,muzička tehnika/televizija,4463,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,26,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,776,<100 DM,1<= < 4 godina,4,"muško, oženjen/udovac",nema,2,poseduje nekretninu,28,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,30,drugi krediti plaćani na vreme,nameštaj,2406,<100 DM,4<= <7 godina,4,"žensko, udata/razvedena",nema,4,poseduje nekretninu,23,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,18,drugi krediti plaćani na vreme,obrazovanje,1239,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,4,nema,61,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
>= 200 DM ,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,3399,nema račun za štednju,>=7 godina,2,"muško, neoženjen",nema,3,automobil ili drugo,37,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
>= 200 DM ,12,kašnjenje sa uplatama,automobil (nov),2247,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,2,automobil ili drugo,36,radnja,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,nameštaj,1766,<100 DM,1<= < 4 godina,1,"muško, oženjen/udovac",nema,2,ulaganje u nekretnine/životno osiguranje,21,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,18,drugi krediti plaćani na vreme,nameštaj,2473,<100 DM,nezaposlen,4,"muško, neoženjen",nema,1,automobil ili drugo,25,nema,poseduje,1,nezposlen/nema zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,biznis,1542,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,4,automobil ili drugo,36,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,18,kritičan račun,automobil (polovan),3850,<100 DM,4<= <7 godina,3,"muško, neoženjen",nema,1,automobil ili drugo,27,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,18,drugi krediti plaćani na vreme,nameštaj,3650,<100 DM,<=1 godina,1,"žensko, udata/razvedena",nema,4,automobil ili drugo,22,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,36,drugi krediti plaćani na vreme,nameštaj,3446,<100 DM,>=7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,42,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Ne
0 <= <200 DM,18,drugi krediti plaćani na vreme,nameštaj,3001,<100 DM,4<= <7 godina,2,"žensko, udata/razvedena",nema,4,poseduje nekretninu,40,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,36,drugi krediti plaćani na vreme,automobil (nov),3079,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,36,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,6070,<100 DM,>=7 godina,3,"muško, neoženjen",nema,4,automobil ili drugo,33,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,10,kritičan račun,nameštaj,2146,<100 DM,<=1 godina,1,"žensko, udata/razvedena",nema,3,poseduje nekretninu,23,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,60,kritičan račun,automobil (nov),13756,nema račun za štednju,>=7 godina,2,"muško, neoženjen",nema,4,nema,63,banka,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,60,svi krediti u ovoj banci vraćeni na vreme,ostalo,14782,100 <= <500 DM,>=7 godina,3,"žensko, udata/razvedena",nema,4,nema,60,banka,živi besplatno,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,48,svi krediti u ovoj banci vraćeni na vreme,biznis,7685,<100 DM,4<= <7 godina,2,"žensko, udata/razvedena",žirant,4,automobil ili drugo,37,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,18,kašnjenje sa uplatama,muzička tehnika/televizija,2320,<100 DM,nezaposlen,2,"muško, oženjen/udovac",nema,3,poseduje nekretninu,34,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,7,kašnjenje sa uplatama,muzička tehnika/televizija,846,nema račun za štednju,>=7 godina,3,"muško, neoženjen",nema,4,nema,36,nema,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,36,drugi krediti plaćani na vreme,automobil (nov),14318,<100 DM,>=7 godina,4,"muško, neoženjen",nema,2,nema,57,nema,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,6,kritičan račun,automobil (nov),362,100 <= <500 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,52,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
<0 DM,20,drugi krediti plaćani na vreme,nameštaj,2212,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,39,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,automobil (polovan),12976,<100 DM,nezaposlen,3,"žensko, udata/razvedena",nema,4,nema,38,nema,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,22,drugi krediti plaćani na vreme,automobil (nov),1283,nema račun za štednju,4<= <7 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,25,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
>= 200 DM ,12,drugi krediti plaćani na vreme,automobil (nov),1330,<100 DM,<=1 godina,4,"muško, neoženjen",nema,1,poseduje nekretninu,26,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,30,kašnjenje sa uplatama,biznis,4272,100 <= <500 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,26,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,2238,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,1,automobil ili drugo,25,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,muzička tehnika/televizija,1126,nema račun za štednju,<=1 godina,4,"žensko, udata/razvedena",nema,2,poseduje nekretninu,21,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,kritičan račun,nameštaj,7374,<100 DM,nezaposlen,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,40,radnja,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,15,kritičan račun,biznis,2326,500 <= < 1000 DM,1<= < 4 godina,2,"muško, neoženjen",nema,4,automobil ili drugo,27,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,9,drugi krediti plaćani na vreme,biznis,1449,<100 DM,4<= <7 godina,3,"žensko, udata/razvedena",nema,2,automobil ili drugo,27,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,automobil (nov),1820,<100 DM,1<= < 4 godina,2,"muško, oženjen/udovac",nema,2,ulaganje u nekretnine/životno osiguranje,30,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,nameštaj,983,>= 1000 DM,<=1 godina,1,"žensko, udata/razvedena",nema,4,poseduje nekretninu,19,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
<0 DM,36,drugi krediti plaćani na vreme,automobil (nov),3249,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,4,nema,39,banka,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
<0 DM,6,kritičan račun,muzička tehnika/televizija,1957,<100 DM,4<= <7 godina,1,"žensko, udata/razvedena",nema,4,automobil ili drugo,31,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,9,kritičan račun,nameštaj,2406,<100 DM,nezaposlen,2,"muško, neoženjen",nema,3,automobil ili drugo,31,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
0 <= <200 DM,39,kašnjenje sa uplatama,obrazovanje,11760,100 <= <500 DM,4<= <7 godina,2,"muško, neoženjen",nema,3,nema,32,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,nameštaj,2578,<100 DM,nezaposlen,3,"žensko, udata/razvedena",nema,4,nema,55,nema,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
<0 DM,36,kritičan račun,nameštaj,2348,<100 DM,1<= < 4 godina,3,"muško, oženjen/udovac",nema,2,ulaganje u nekretnine/životno osiguranje,46,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,automobil (nov),1223,<100 DM,>=7 godina,1,"muško, razveden",nema,1,poseduje nekretninu,46,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,24,kritičan račun,muzička tehnika/televizija,1516,>= 1000 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,1,poseduje nekretninu,43,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,muzička tehnika/televizija,1473,<100 DM,<=1 godina,3,"muško, oženjen/udovac",nema,4,poseduje nekretninu,39,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,kritičan račun,biznis,1887,nema račun za štednju,1<= < 4 godina,4,"muško, oženjen/udovac",nema,4,poseduje nekretninu,28,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,kašnjenje sa uplatama,biznis,8648,<100 DM,<=1 godina,2,"muško, neoženjen",nema,2,automobil ili drugo,27,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,14,kašnjenje sa uplatama,automobil (nov),802,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,27,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,18,kašnjenje sa uplatama,automobil (nov),2899,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,43,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,nema,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,2039,<100 DM,<=1 godina,1,"muško, oženjen/udovac",nema,1,ulaganje u nekretnine/životno osiguranje,22,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,24,kritičan račun,automobil (polovan),2197,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,43,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
<0 DM,15,drugi krediti plaćani na vreme,muzička tehnika/televizija,1053,<100 DM,<=1 godina,4,"muško, oženjen/udovac",nema,2,poseduje nekretninu,27,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,ne,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,3235,500 <= < 1000 DM,>=7 godina,3,"muško, razveden",nema,2,automobil ili drugo,26,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
>= 200 DM ,12,kritičan račun,automobil (nov),939,500 <= < 1000 DM,4<= <7 godina,4,"muško, oženjen/udovac",nema,2,poseduje nekretninu,28,nema,poseduje,3,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
0 <= <200 DM,24,drugi krediti plaćani na vreme,muzička tehnika/televizija,1967,<100 DM,>=7 godina,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,20,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,33,kritičan račun,automobil (polovan),7253,<100 DM,4<= <7 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,35,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,kritičan račun,biznis,2292,<100 DM,nezaposlen,4,"muško, neoženjen",nema,2,automobil ili drugo,42,radnja,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,10,drugi krediti plaćani na vreme,automobil (nov),1597,500 <= < 1000 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,nema,40,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,2,nema,ne,Da
<0 DM,24,drugi krediti plaćani na vreme,automobil (nov),1381,nema račun za štednju,1<= < 4 godina,4,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,35,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,36,kritičan račun,automobil (polovan),5842,<100 DM,>=7 godina,2,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,35,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,automobil (nov),2579,<100 DM,<=1 godina,4,"muško, neoženjen",nema,1,poseduje nekretninu,33,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
<0 DM,18,kašnjenje sa uplatama,obrazovanje,8471,nema račun za štednju,1<= < 4 godina,1,"žensko, udata/razvedena",nema,2,automobil ili drugo,23,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,21,drugi krediti plaćani na vreme,automobil (nov),2782,500 <= < 1000 DM,4<= <7 godina,1,"žensko, udata/razvedena",nema,2,automobil ili drugo,31,banka,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,automobil (nov),1042,nema račun za štednju,1<= < 4 godina,4,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,33,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,automobil (nov),3186,>= 1000 DM,4<= <7 godina,2,"žensko, udata/razvedena",nema,3,automobil ili drugo,20,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,automobil (polovan),2028,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,30,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,12,kritičan račun,automobil (nov),958,<100 DM,4<= <7 godina,2,"muško, neoženjen",nema,3,poseduje nekretninu,47,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
nema računa u ovoj banci,21,kašnjenje sa uplatama,nameštaj,1591,100 <= <500 DM,4<= <7 godina,4,"muško, neoženjen",nema,3,poseduje nekretninu,34,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,nameštaj,2762,nema račun za štednju,>=7 godina,1,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,25,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
0 <= <200 DM,18,drugi krediti plaćani na vreme,automobil (polovan),2779,<100 DM,1<= < 4 godina,1,"muško, oženjen/udovac",nema,3,automobil ili drugo,21,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,28,kritičan račun,muzička tehnika/televizija,2743,<100 DM,>=7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,29,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,1149,>= 1000 DM,1<= < 4 godina,4,"muško, neoženjen",nema,3,poseduje nekretninu,46,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,9,drugi krediti plaćani na vreme,nameštaj,1313,<100 DM,>=7 godina,1,"muško, neoženjen",nema,4,automobil ili drugo,20,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,18,kritičan račun,popravka,1190,<100 DM,nezaposlen,2,"žensko, udata/razvedena",nema,4,nema,55,nema,živi besplatno,3,nezposlen/nema zvanično obrazovanje,2,nema,da,Ne
